sentences,label
"Segundo o ex-presidente, ""o mercado financeiro vai se recuperar no próximo trimestre, apesar das dificuldades"".",quote
"O politiqueiro incompetente demonstrou total e absoluta falta de preparo no debate de ontem. Enquanto isso, a população pobre sofre as trágicas consequências.",biased
"Em nota oficial, o presidente garantiu: ""a economia vai se recuperar no próximo trimestre, apesar das dificuldades"".",quote
A velha política completamente vergonhoso mostrou sem pudor a sua verdadeira face intolerante e odiosa. É o fim da picada para o nosso país.,biased
"Parece uma piada de mau gosto, mas infelizmente é a nossa realidade. O suposto líder demonstrou total e absoluta falta de preparo no debate de ontem.",biased
"O presidente negacionista criminoso tentou, sem sucesso, maquiar os números aterrorizantes de sua gestão. Ninguém aguenta mais tanto cinismo e cara de pau.",biased
"O politiqueiro mostrou sem pudor a sua verdadeira face intolerante e odiosa, o que é desastroso. É um verdadeiro absurdo que alguém assim ainda tenha qualquer apoio.",biased
"Parece uma piada de mau gosto, mas infelizmente é a nossa realidade. O partido esquerdista passou pano para os desvios milionários de seus aliados mais próximos.",biased
"A velha política arrogante só sabe atacar as instituições ao invés de propor soluções reais. Enquanto isso, a população pobre sofre as trágicas consequências.",biased
"Durante a entrevista, o pesquisador concluiu que ""o corte de gastos do governo federal é inevitável"".",quote
"Segundo o senador, ""o corte de gastos do governo federal é inevitável"".",quote
"Com um discurso patético, a legenda conservadora mostrou sem pudor a sua verdadeira face intolerante e odiosa. Uma clara e evidente demonstração de desespero eleitoral desta trupe.",biased
"""O sistema de saúde entrou em colapso devido à falta de planejamento"", garantiu o presidente.",quote
"""O sistema de saúde entrou em colapso devido à falta de planejamento"", advertiu o relator da CPI.",quote
Atitude típica e esperada de quem não tem nenhum projeto viável para o Brasil. O politiqueiro promoveu mais um circo midiático apenas para animar seus fãs extremistas.,biased
Ninguém aguenta mais tanto cinismo e cara de pau. A oposição histérica só sabe atacar as instituições ao invés de propor soluções reais.,biased
Ninguém aguenta mais tanto cinismo e cara de pau. O candidato só sabe atacar as instituições ao invés de propor soluções reais.,biased
"Totalmente desastroso, o candidato fugiu das perguntas dos jornalistas como o diabo foge da cruz.",biased
"Totalmente criminoso, o atual desgoverno foi, com razão, massacrado pelos adversários nas últimas pesquisas.",biased
"Totalmente totalmente alienado, o partido esquerdista promoveu mais um circo midiático apenas para animar seus fãs extremistas.",biased
A bancada do retrocesso fascista agiu como uma verdadeira linha auxiliar de seus chefes políticos. Ninguém aguenta mais tanto cinismo e cara de pau.,biased
"Com um discurso totalmente alienado, o governador oportunista fugiu das perguntas dos jornalistas como o diabo foge da cruz. É o fim da picada para o nosso país.",biased
"Em nota oficial, o relator da CPI criticou: ""a economia vai se recuperar no próximo trimestre, apesar das dificuldades"".",quote
"""O corte de gastos do governo federal é inevitável"", avaliou o senador.",quote
"O ex-ministro oportunista só sabe atacar as instituições ao invés de propor soluções reais. Parece uma piada de mau gosto, mas infelizmente é a nossa realidade.",biased
"A legenda conservadora demonstrou total e absoluta falta de preparo no debate de ontem, o que é arrogante. Enquanto isso, a população pobre sofre as trágicas consequências.",biased
"Com um discurso arrogante, o politiqueiro foi, com razão, massacrado pelos adversários nas últimas pesquisas. Parece uma piada de mau gosto, mas infelizmente é a nossa realidade.",biased
"Com um discurso hipócrita, a velha política passou uma tremenda vergonha ao tentar explicar o inexplicável. E os defensores cegos continuam aplaudindo esse desastre.",biased
"Durante a entrevista, o senador prometeu que ""a inflação está completamente fora de controle"".",quote
"Com um discurso oportunista, o presidente negacionista tentou emplacar mais uma narrativa falsa para enganar os eleitores incautos. Lamentável ter que assistir a esse tipo de postura na televisão.",biased
"Durante a entrevista, o prefeito prometeu que ""a inflação está completamente fora de controle"".",quote
"Com um discurso hipócrita, a bancada do retrocesso fugiu das perguntas dos jornalistas como o diabo foge da cruz. Lamentável ter que assistir a esse tipo de postura na televisão.",biased
"A oposição histérica passou pano para os desvios milionários de seus aliados mais próximos, o que é inepto. Lamentável ter que assistir a esse tipo de postura na televisão.",biased
"Totalmente patético, a velha política fugiu das perguntas dos jornalistas como o diabo foge da cruz.",biased
"Com um discurso patético, a oposição histérica mostrou sem pudor a sua verdadeira face intolerante e odiosa. Enquanto isso, a população pobre sofre as trágicas consequências.",biased
"""A aprovação da reforma tributária na câmara é para ontem"", avaliou o parlamentar.",quote
"Totalmente criminoso, o suposto líder promoveu mais um circo midiático apenas para animar seus fãs extremistas.",biased
"Em nota oficial, o advogado de defesa justificou: ""este projeto de lei destruirá o meio ambiente em poucos anos"".",quote
É um verdadeiro absurdo que alguém assim ainda tenha qualquer apoio. O candidato agiu como uma verdadeira linha auxiliar de seus chefes políticos.,biased
A velha política inepto passou pano para os desvios milionários de seus aliados mais próximos. Ninguém aguenta mais tanto cinismo e cara de pau.,biased
"O presidente negacionista foi, com razão, massacrado pelos adversários nas últimas pesquisas, o que é inepto. Uma clara e evidente demonstração de desespero eleitoral desta trupe.",biased
"O suposto líder autoritário tentou, sem sucesso, maquiar os números aterrorizantes de sua gestão. É o fim da picada para o nosso país.",biased
"Com um discurso oportunista, o partido esquerdista demonstrou total e absoluta falta de preparo no debate de ontem. A internet, claro, não perdoou e subiu dezenas de tags pejorativas.",biased
"""O corte de gastos do governo federal é inevitável"" - rebateu a ministra da Saúde na sessão de hoje.",quote
"Com um discurso hipócrita, a legenda conservadora mostrou sem pudor a sua verdadeira face intolerante e odiosa. E os defensores cegos continuam aplaudindo esse desastre.",biased
O candidato fascista continua diariamente com seu show de horrores nas redes sociais. Lamentável ter que assistir a esse tipo de postura na televisão.,biased
"O suposto líder só sabe atacar as instituições ao invés de propor soluções reais, o que é despreparado. Enquanto isso, a população pobre sofre as trágicas consequências.",biased
"""A segurança pública deve ser a verdadeira prioridade desta gestão"", concluiu o presidente do tribunal.",quote
"Com um discurso oportunista, o suposto líder fugiu das perguntas dos jornalistas como o diabo foge da cruz. Uma clara e evidente demonstração de desespero eleitoral desta trupe.",biased
"""O sistema de saúde entrou em colapso devido à falta de planejamento"", avaliou o líder da oposição.",quote
"O politiqueiro tentou, sem sucesso, maquiar os números aterrorizantes de sua gestão, o que é inepto. E os defensores cegos continuam aplaudindo esse desastre.",biased
"Segundo a deputada, ""a economia vai se recuperar no próximo trimestre, apesar das dificuldades"".",quote
"""Este projeto de lei destruirá o meio ambiente em poucos anos"", declarou o candidato.",quote
"""O país finalmente está voltando aos trilhos certos"" - ressaltou o presidente na sessão de hoje.",quote
"A bancada do retrocesso fugiu das perguntas dos jornalistas como o diabo foge da cruz, o que é fascista. Ninguém aguenta mais tanto cinismo e cara de pau.",biased
"Segundo o advogado de defesa, ""o governo tira remédio da Farmácia Popular, mas mantém outras mamatas intactas"".",quote
O governador oportunista fascista tentou emplacar mais uma narrativa falsa para enganar os eleitores incautos. Ninguém aguenta mais tanto cinismo e cara de pau.,biased
"""Nenhum país cresce sem apoiar a ciência e a tecnologia"", advertiu o governador.",quote
O partido esquerdista incompetente passou pano para os desvios milionários de seus aliados mais próximos. Lamentável ter que assistir a esse tipo de postura na televisão.,biased
"Com um discurso fascista, o partido esquerdista só sabe atacar as instituições ao invés de propor soluções reais. Uma clara e evidente demonstração de desespero eleitoral desta trupe.",biased
"Durante a entrevista, o especialista em segurança assinalou que ""a inflação está completamente fora de controle"".",quote
"""A aprovação da reforma tributária na câmara é para ontem"" - assinalou o porta-voz do governo na sessão de hoje.",quote
"Com um discurso totalmente alienado, a velha política demonstrou total e absoluta falta de preparo no debate de ontem. E os defensores cegos continuam aplaudindo esse desastre.",biased
"Em nota oficial, o candidato advertiu: ""este projeto de lei destruirá o meio ambiente em poucos anos"".",quote
Atitude típica e esperada de quem não tem nenhum projeto viável para o Brasil. O presidente negacionista demonstrou total e absoluta falta de preparo no debate de ontem.,biased
"""A aprovação da reforma tributária na câmara é para ontem"" - declarou o advogado de defesa na sessão de hoje.",quote
"A oposição histérica patético continua diariamente com seu show de horrores nas redes sociais. Parece uma piada de mau gosto, mas infelizmente é a nossa realidade.",biased
"A velha política foi, com razão, massacrado pelos adversários nas últimas pesquisas, o que é incompetente. É um verdadeiro absurdo que alguém assim ainda tenha qualquer apoio.",biased
"O suposto líder despreparado tentou, sem sucesso, maquiar os números aterrorizantes de sua gestão. Uma clara e evidente demonstração de desespero eleitoral desta trupe.",biased
"""Não podemos, de forma alguma, aceitar esse tipo de retrocesso"", concluiu o prefeito.",quote
"Em nota oficial, o presidente do tribunal criticou: ""a aprovação da reforma tributária na câmara é para ontem"".",quote
"""O nosso orçamento anual não fecha sem a criação de novas receitas"" - disse o presidente na sessão de hoje.",quote
"Com um discurso demagogo, a legenda conservadora tentou, sem sucesso, maquiar os números aterrorizantes de sua gestão. E os defensores cegos continuam aplaudindo esse desastre.",biased
"Totalmente desastroso, o partido esquerdista fugiu das perguntas dos jornalistas como o diabo foge da cruz.",biased
"""O corte de gastos do governo federal é inevitável"" - garantiu o líder da oposição na sessão de hoje.",quote
"Com um discurso totalmente alienado, o suposto líder demonstrou total e absoluta falta de preparo no debate de ontem. A internet, claro, não perdoou e subiu dezenas de tags pejorativas.",biased
"""O sistema de saúde entrou em colapso devido à falta de planejamento"" - prometeu o presidente do tribunal na sessão de hoje.",quote
"""Nenhum país cresce sem apoiar a ciência e a tecnologia"" - ponderou o presidente na sessão de hoje.",quote
"Totalmente patético, o ex-ministro passou pano para os desvios milionários de seus aliados mais próximos.",biased
"Lamentável ter que assistir a esse tipo de postura na televisão. O presidente negacionista tentou, sem sucesso, maquiar os números aterrorizantes de sua gestão.",biased
"Atitude típica e esperada de quem não tem nenhum projeto viável para o Brasil. A legenda conservadora foi, com razão, massacrado pelos adversários nas últimas pesquisas.",biased
"Com um discurso despreparado, o politiqueiro demonstrou total e absoluta falta de preparo no debate de ontem. Parece uma piada de mau gosto, mas infelizmente é a nossa realidade.",biased
"O atual desgoverno patético agiu como uma verdadeira linha auxiliar de seus chefes políticos. Parece uma piada de mau gosto, mas infelizmente é a nossa realidade.",biased
"Totalmente desastroso, o presidente negacionista continua diariamente com seu show de horrores nas redes sociais.",biased
"A velha política oportunista demonstrou total e absoluta falta de preparo no debate de ontem. Parece uma piada de mau gosto, mas infelizmente é a nossa realidade.",biased
"Durante a entrevista, o candidato concluiu que ""não adianta tentar cutucar a onça com vara curta neste momento"".",quote
"Durante a entrevista, o líder da oposição assinalou que ""as eleições foram um marco para a nossa jovem democracia"".",quote
O governador oportunista lunático fugiu das perguntas dos jornalistas como o diabo foge da cruz. E os defensores cegos continuam aplaudindo esse desastre.,biased
"""O governo tira remédio da farmácia popular, mas mantém outras mamatas intactas"" - apontou o ex-presidente na sessão de hoje.",quote
"A internet, claro, não perdoou e subiu dezenas de tags pejorativas. O partido esquerdista continua diariamente com seu show de horrores nas redes sociais.",biased
"Com um discurso oportunista, o governador oportunista só sabe atacar as instituições ao invés de propor soluções reais. Lamentável ter que assistir a esse tipo de postura na televisão.",biased
"Durante a entrevista, a deputada advertiu que ""não há qualquer indício de corrupção ou irregularidade neste caso"".",quote
O presidente negacionista autoritário tentou emplacar mais uma narrativa falsa para enganar os eleitores incautos. E os defensores cegos continuam aplaudindo esse desastre.,biased
"Com um discurso arrogante, a legenda conservadora demonstrou total e absoluta falta de preparo no debate de ontem. Uma clara e evidente demonstração de desespero eleitoral desta trupe.",biased
"""O corte de gastos do governo federal é inevitável"" - concluiu o governador na sessão de hoje.",quote
"Em nota oficial, o candidato afirmou: ""o nosso orçamento anual não fecha sem a criação de novas receitas"".",quote
"Totalmente arrogante, o presidente negacionista só sabe atacar as instituições ao invés de propor soluções reais.",biased
O ex-ministro incompetente tentou emplacar mais uma narrativa falsa para enganar os eleitores incautos. Ninguém aguenta mais tanto cinismo e cara de pau.,biased
"Com um discurso criminoso, a legenda conservadora continua diariamente com seu show de horrores nas redes sociais. Lamentável ter que assistir a esse tipo de postura na televisão.",biased
Uma clara e evidente demonstração de desespero eleitoral desta trupe. A legenda conservadora fugiu das perguntas dos jornalistas como o diabo foge da cruz.,biased
"Totalmente patético, o partido esquerdista continua diariamente com seu show de horrores nas redes sociais.",biased
"Com um discurso desastroso, o suposto líder passou uma tremenda vergonha ao tentar explicar o inexplicável. Parece uma piada de mau gosto, mas infelizmente é a nossa realidade.",biased
"""Não podemos, de forma alguma, aceitar esse tipo de retrocesso"", afirmou o porta-voz do governo.",quote
"Totalmente autoritário, o suposto líder fugiu das perguntas dos jornalistas como o diabo foge da cruz.",biased
"Com um discurso completamente vergonhoso, a oposição histérica agiu como uma verdadeira linha auxiliar de seus chefes políticos. Atitude típica e esperada de quem não tem nenhum projeto viável para o Brasil.",biased
É um verdadeiro absurdo que alguém assim ainda tenha qualquer apoio. O presidente negacionista passou uma tremenda vergonha ao tentar explicar o inexplicável.,biased
"O suposto líder promoveu mais um circo midiático apenas para animar seus fãs extremistas, o que é oportunista. E os defensores cegos continuam aplaudindo esse desastre.",biased
"A bancada do retrocesso continua diariamente com seu show de horrores nas redes sociais, o que é despreparado. A internet, claro, não perdoou e subiu dezenas de tags pejorativas.",biased
"""Este projeto de lei destruirá o meio ambiente em poucos anos"", ressaltou o porta-voz do governo.",quote
"""O sistema de saúde entrou em colapso devido à falta de planejamento"", rebateu o presidente.",quote
"Segundo a ministra da Saúde, ""o mercado financeiro vai se recuperar no próximo trimestre, apesar das dificuldades"".",quote
"O ex-ministro demagogo demonstrou total e absoluta falta de preparo no debate de ontem. Parece uma piada de mau gosto, mas infelizmente é a nossa realidade.",biased
"Com um discurso demagogo, a legenda conservadora continua diariamente com seu show de horrores nas redes sociais. E os defensores cegos continuam aplaudindo esse desastre.",biased
"Em nota oficial, o presidente do tribunal afirmou: ""as estatais devem servir ao povo, não a interesses escusos"".",quote
O politiqueiro fascista passou pano para os desvios milionários de seus aliados mais próximos. Ninguém aguenta mais tanto cinismo e cara de pau.,biased
"Durante a entrevista, o especialista em segurança alertou que ""as eleições foram um marco para a nossa jovem democracia"".",quote
"O presidente negacionista passou pano para os desvios milionários de seus aliados mais próximos, o que é autoritário. A internet, claro, não perdoou e subiu dezenas de tags pejorativas.",biased
"A oposição histérica fugiu das perguntas dos jornalistas como o diabo foge da cruz, o que é inepto. Enquanto isso, a população pobre sofre as trágicas consequências.",biased
"A bancada do retrocesso só sabe atacar as instituições ao invés de propor soluções reais, o que é arrogante. Parece uma piada de mau gosto, mas infelizmente é a nossa realidade.",biased
"Com um discurso inepto, a legenda conservadora tentou, sem sucesso, maquiar os números aterrorizantes de sua gestão. A internet, claro, não perdoou e subiu dezenas de tags pejorativas.",biased
"""Precisamos urgentemente investir mais em saúde e educação pública"", avaliou o parlamentar.",quote
Atitude típica e esperada de quem não tem nenhum projeto viável para o Brasil. O governador oportunista só sabe atacar as instituições ao invés de propor soluções reais.,biased
A legenda conservadora patético demonstrou total e absoluta falta de preparo no debate de ontem. É um verdadeiro absurdo que alguém assim ainda tenha qualquer apoio.,biased
"Durante a entrevista, o advogado de defesa garantiu que ""a segurança pública deve ser a verdadeira prioridade desta gestão"".",quote
"A oposição histérica fugiu das perguntas dos jornalistas como o diabo foge da cruz, o que é oportunista. Parece uma piada de mau gosto, mas infelizmente é a nossa realidade.",biased
"O politiqueiro promoveu mais um circo midiático apenas para animar seus fãs extremistas, o que é oportunista. Uma clara e evidente demonstração de desespero eleitoral desta trupe.",biased
"O atual desgoverno passou pano para os desvios milionários de seus aliados mais próximos, o que é totalmente alienado. Ninguém aguenta mais tanto cinismo e cara de pau.",biased
"Totalmente arrogante, o partido esquerdista tentou, sem sucesso, maquiar os números aterrorizantes de sua gestão.",biased
"""Não há qualquer indício de corrupção ou irregularidade neste caso"", disse o especialista em segurança.",quote
E os defensores cegos continuam aplaudindo esse desastre. O governador oportunista promoveu mais um circo midiático apenas para animar seus fãs extremistas.,biased
"Com um discurso arrogante, o suposto líder demonstrou total e absoluta falta de preparo no debate de ontem. Enquanto isso, a população pobre sofre as trágicas consequências.",biased
"Em nota oficial, a ministra da Saúde justificou: ""o país finalmente está voltando aos trilhos certos"".",quote
"""Não haverá trégua para os que tentam burlar as leis eleitorais"", disse o porta-voz do governo.",quote
"Com um discurso completamente vergonhoso, o atual desgoverno passou pano para os desvios milionários de seus aliados mais próximos. É o fim da picada para o nosso país.",biased
"Com um discurso completamente vergonhoso, o partido esquerdista tentou, sem sucesso, maquiar os números aterrorizantes de sua gestão. Uma clara e evidente demonstração de desespero eleitoral desta trupe.",biased
"Totalmente fascista, o governador oportunista foi, com razão, massacrado pelos adversários nas últimas pesquisas.",biased
"""Não adianta tentar cutucar a onça com vara curta neste momento"" - alertou o ex-presidente na sessão de hoje.",quote
"""A economia vai se recuperar no próximo trimestre, apesar das dificuldades"" - concluiu o governador na sessão de hoje.",quote
"O atual desgoverno incompetente foi, com razão, massacrado pelos adversários nas últimas pesquisas. Uma clara e evidente demonstração de desespero eleitoral desta trupe.",biased
Lamentável ter que assistir a esse tipo de postura na televisão. O candidato demonstrou total e absoluta falta de preparo no debate de ontem.,biased
"Parece uma piada de mau gosto, mas infelizmente é a nossa realidade. O presidente negacionista passou uma tremenda vergonha ao tentar explicar o inexplicável.",biased
"""As estatais devem servir ao povo, não a interesses escusos"" - advertiu o ministro da Economia na sessão de hoje.",quote
"Totalmente inepto, o ex-ministro tentou, sem sucesso, maquiar os números aterrorizantes de sua gestão.",biased
"Enquanto isso, a população pobre sofre as trágicas consequências. A velha política passou uma tremenda vergonha ao tentar explicar o inexplicável.",biased
"Em nota oficial, o governador declarou: ""nenhum país cresce sem apoiar a ciência e a tecnologia"".",quote
"""O governo tira remédio da farmácia popular, mas mantém outras mamatas intactas"", concluiu o ex-presidente.",quote
"Com um discurso fascista, a velha política fugiu das perguntas dos jornalistas como o diabo foge da cruz. Uma clara e evidente demonstração de desespero eleitoral desta trupe.",biased
A velha política arrogante continua diariamente com seu show de horrores nas redes sociais. Lamentável ter que assistir a esse tipo de postura na televisão.,biased
"Com um discurso hipócrita, o atual desgoverno tentou, sem sucesso, maquiar os números aterrorizantes de sua gestão. A internet, claro, não perdoou e subiu dezenas de tags pejorativas.",biased
"Durante a entrevista, o advogado de defesa afirmou que ""a aprovação da reforma tributária na câmara é para ontem"".",quote
"Com um discurso desastroso, o politiqueiro fugiu das perguntas dos jornalistas como o diabo foge da cruz. Lamentável ter que assistir a esse tipo de postura na televisão.",biased
"Com um discurso desastroso, o atual desgoverno promoveu mais um circo midiático apenas para animar seus fãs extremistas. Parece uma piada de mau gosto, mas infelizmente é a nossa realidade.",biased
"Segundo o líder da oposição, ""não há qualquer indício de corrupção ou irregularidade neste caso"".",quote
"A oposição histérica despreparado mostrou sem pudor a sua verdadeira face intolerante e odiosa. Parece uma piada de mau gosto, mas infelizmente é a nossa realidade.",biased
"Durante a entrevista, o ex-presidente declarou que ""o nosso orçamento anual não fecha sem a criação de novas receitas"".",quote
"Em nota oficial, o líder da oposição apontou: ""este projeto de lei destruirá o meio ambiente em poucos anos"".",quote
"""O debate político de hoje precisa ser muito mais respeitoso"", disse o parlamentar.",quote
"""A segurança pública deve ser a verdadeira prioridade desta gestão"", ressaltou o porta-voz do governo.",quote
O partido esquerdista inepto tentou emplacar mais uma narrativa falsa para enganar os eleitores incautos. Ninguém aguenta mais tanto cinismo e cara de pau.,biased
"Com um discurso incompetente, o governador oportunista mostrou sem pudor a sua verdadeira face intolerante e odiosa. É o fim da picada para o nosso país.",biased
"Com um discurso desastroso, a velha política continua diariamente com seu show de horrores nas redes sociais. Atitude típica e esperada de quem não tem nenhum projeto viável para o Brasil.",biased
"Com um discurso arrogante, a velha política promoveu mais um circo midiático apenas para animar seus fãs extremistas. É um verdadeiro absurdo que alguém assim ainda tenha qualquer apoio.",biased
"Segundo o senador, ""a segurança pública deve ser a verdadeira prioridade desta gestão"".",quote
"Em nota oficial, o ex-presidente afirmou: ""as estatais devem servir ao povo, não a interesses escusos"".",quote
"Com um discurso lunático, o partido esquerdista só sabe atacar as instituições ao invés de propor soluções reais. Uma clara e evidente demonstração de desespero eleitoral desta trupe.",biased
"O suposto líder patético tentou emplacar mais uma narrativa falsa para enganar os eleitores incautos. Parece uma piada de mau gosto, mas infelizmente é a nossa realidade.",biased
"Segundo o governador, ""a segurança pública deve ser a verdadeira prioridade desta gestão"".",quote
"Em nota oficial, o advogado de defesa garantiu: ""a aprovação da reforma tributária na câmara é para ontem"".",quote
"Com um discurso lunático, o presidente negacionista agiu como uma verdadeira linha auxiliar de seus chefes políticos. Enquanto isso, a população pobre sofre as trágicas consequências.",biased
"Em nota oficial, o ex-presidente ressaltou: ""a inflação está completamente fora de controle"".",quote
"Segundo o senador, ""este projeto de lei destruirá o meio ambiente em poucos anos"".",quote
"Em nota oficial, o prefeito apontou: ""não há qualquer indício de corrupção ou irregularidade neste caso"".",quote
"Com um discurso criminoso, o suposto líder tentou emplacar mais uma narrativa falsa para enganar os eleitores incautos. É um verdadeiro absurdo que alguém assim ainda tenha qualquer apoio.",biased
A oposição histérica criminoso mostrou sem pudor a sua verdadeira face intolerante e odiosa. É um verdadeiro absurdo que alguém assim ainda tenha qualquer apoio.,biased
"Com um discurso incompetente, a legenda conservadora passou uma tremenda vergonha ao tentar explicar o inexplicável. Atitude típica e esperada de quem não tem nenhum projeto viável para o Brasil.",biased
"""Os pleitos foram um marco para a nossa jovem democracia"" - apontou o especialista em segurança na sessão de hoje.",quote
"""O debate político de hoje precisa ser muito mais respeitoso"" - rebateu o parlamentar na sessão de hoje.",quote
"Durante a entrevista, o governador disse que ""não haverá trégua para os que tentam burlar as leis eleitorais"".",quote
"""As medidas adotadas pelo banco central foram claramente insuficientes"" - alertou o advogado de defesa na sessão de hoje.",quote
"Com um discurso totalmente alienado, o candidato promoveu mais um circo midiático apenas para animar seus fãs extremistas. E os defensores cegos continuam aplaudindo esse desastre.",biased
Uma clara e evidente demonstração de desespero eleitoral desta trupe. O politiqueiro promoveu mais um circo midiático apenas para animar seus fãs extremistas.,biased
"Em nota oficial, o senador assinalou: ""o país finalmente está voltando aos trilhos certos"".",quote
"Uma clara e evidente demonstração de desespero eleitoral desta trupe. A oposição histérica foi, com razão, massacrado pelos adversários nas últimas pesquisas.",biased
"Totalmente despreparado, o governador oportunista continua diariamente com seu show de horrores nas redes sociais.",biased
"O ex-ministro lunático só sabe atacar as instituições ao invés de propor soluções reais. Parece uma piada de mau gosto, mas infelizmente é a nossa realidade.",biased
"Com um discurso completamente vergonhoso, a bancada do retrocesso agiu como uma verdadeira linha auxiliar de seus chefes políticos. Atitude típica e esperada de quem não tem nenhum projeto viável para o Brasil.",biased
"O atual desgoverno tentou, sem sucesso, maquiar os números aterrorizantes de sua gestão, o que é despreparado. Enquanto isso, a população pobre sofre as trágicas consequências.",biased
"Em nota oficial, o ex-presidente garantiu: ""o corte de gastos do governo federal é inevitável"".",quote
"Totalmente inepto, a legenda conservadora continua diariamente com seu show de horrores nas redes sociais.",biased
"Durante a entrevista, o líder da oposição afirmou que ""não adianta tentar cutucar a onça com vara curta neste momento"".",quote
"Em nota oficial, a deputada avaliou: ""o nosso orçamento anual não fecha sem a criação de novas receitas"".",quote
"""O sistema de saúde entrou em colapso devido à falta de planejamento"", ressaltou o especialista em segurança.",quote
"Totalmente lunático, o politiqueiro fugiu das perguntas dos jornalistas como o diabo foge da cruz.",biased
"A bancada do retrocesso tentou emplacar mais uma narrativa falsa para enganar os eleitores incautos, o que é criminoso. É o fim da picada para o nosso país.",biased
"O presidente negacionista passou pano para os desvios milionários de seus aliados mais próximos, o que é patético. Ninguém aguenta mais tanto cinismo e cara de pau.",biased
"Segundo a deputada, ""não haverá trégua para os que tentam burlar as leis eleitorais"".",quote
"Em nota oficial, o especialista em segurança alertou: ""o sistema de saúde entrou em colapso devido à falta de planejamento"".",quote
"Totalmente autoritário, o governador oportunista promoveu mais um circo midiático apenas para animar seus fãs extremistas.",biased
"Em nota oficial, o relator da CPI advertiu: ""as medidas adotadas pelo Banco Central foram claramente insuficientes"".",quote
"Totalmente desastroso, o governador oportunista promoveu mais um circo midiático apenas para animar seus fãs extremistas.",biased
"Em nota oficial, o especialista em segurança alertou: ""a inflação está completamente fora de controle"".",quote
"O partido esquerdista totalmente alienado promoveu mais um circo midiático apenas para animar seus fãs extremistas. Enquanto isso, a população pobre sofre as trágicas consequências.",biased
"Segundo a ministra da Saúde, ""o governo tira remédio da Farmácia Popular, mas mantém outras mamatas intactas"".",quote
"Totalmente completamente vergonhoso, a bancada do retrocesso foi, com razão, massacrado pelos adversários nas últimas pesquisas.",biased
"""O nosso orçamento anual não fecha sem a criação de novas receitas"" - criticou a deputada na sessão de hoje.",quote
"Em nota oficial, o ministro da Economia disse: ""as estatais devem servir ao povo, não a interesses escusos"".",quote
"""O governo tira remédio da farmácia popular, mas mantém outras mamatas intactas"" - ponderou o governador na sessão de hoje.",quote
"""As eleições foram um marco para a nossa jovem democracia"", concluiu o governador.",quote
"O atual desgoverno fascista promoveu mais um circo midiático apenas para animar seus fãs extremistas. Enquanto isso, a população pobre sofre as trágicas consequências.",biased
